OFFENSE_CODE,DISTRICT,SHOOTING,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,DAY,LATITUDE,LONGITUDE,REPORTING_AREA_STR
3831,E5,,2018,8,Friday,19,Part Three,BELGRADE AVE,10,0.0,0.0,nan
3301,B2,,2018,8,Monday,14,Part Three,BRINTON ST,13,42.3202771,-71.09248784,305.0
3114,E5,,2018,8,Monday,15,Part Three,ROCKLAND ST,13,42.25839135,-71.15932285,821.0
1402,C11,,2018,8,Friday,9,Part Two,CHARLES ST,10,42.30021944,-71.06311002,352.0
1106,E18,,2017,12,Tuesday,8,Part Two,CENTRAL AVE,12,42.26256555,-71.11868278,495.0
1102,A7,,2018,8,Wednesday,11,Part Two,MERIDIAN ST,1,42.38167191,-71.03928397,26.0
3115,D4,,2018,8,Monday,15,Part Three,MASSACHUSETTS AVE,13,42.34621459,-71.08721196,620.0
3115,B2,,2018,8,Monday,15,Part Three,DACIA ST,13,42.31484522,-71.07738943,325.0
3006,B2,,2018,8,Monday,14,Part Three,ALLEGHANY ST,13,42.33056977,-71.09959089,586.0
3301,E18,,2018,8,Monday,15,Part Three,RIVER STREET TER,13,42.26086987,-71.11234054,493.0
2906,B2,,2018,8,Monday,14,Part Two,ROXBURY ST,13,42.3296087,-71.08462109,288.0
3410,B2,,2018,8,Monday,14,Part Three,ROXBURY ST,13,42.3296087,-71.08462109,288.0
3115,A1,,2018,8,Monday,14,Part Three,ATLANTIC AVE,13,42.35438252,-71.05213281,114.0
3831,E18,,2018,8,Saturday,15,Part Three,RIVER ST,11,42.25649605,-71.1205101,519.0
3301,B3,,2018,8,Monday,14,Part Three,NIGHTINGALE ST,13,42.29540175,-71.08237834,441.0
1402,A7,,2018,8,Monday,14,Part Two,MARION ST,13,42.37695059,-71.03646476,23.0
2407,A1,,2018,8,Monday,14,Part Two,CAUSEWAY ST,13,42.36474297,-71.06256983,61.0
3114,A1,,2018,8,Friday,14,Part Three,W CEDAR ST,10,42.36063386,-71.07005247,66.0
614,C6,,2018,8,Thursday,19,Part One,MERCER ST,9,42.33223641,-71.04900521,219.0
540,A1,,2018,8,Sunday,8,Part One,STATE ST,12,42.35942556,-71.05288819,94.0
3115,E13,,2018,7,Friday,15,Part Three,UNION AVE,6,42.30968109,-71.105837,573.0
3115,E18,,2018,8,Monday,13,Part Three,BARRY ST,13,42.25418512,-71.12787099,542.0
1843,C11,,2018,8,Monday,14,Part Two,ARCADIA ST,13,42.30183841,-71.06127819,352.0
1849,C11,,2018,8,Monday,14,Part Two,ARCADIA ST,13,42.30183841,-71.06127819,352.0
3114,C11,,2018,8,Monday,14,Part Three,GIBSON ST,13,42.29755533,-71.0597091,355.0
521,C11,,2018,8,Friday,14,Part One,MORSE ST,10,42.30422029,-71.07840374,460.0
613,A7,,2018,8,Monday,14,Part One,BORDER ST,13,42.37620267,-71.03979926,26.0
2629,B3,,2018,8,Monday,14,Part Two,GREENDALE RD,13,42.28553375,-71.09422962,466.0
3208,C11,,2018,8,Monday,11,Part Three,FREEPORT ST,13,42.3049804,-71.05672619,348.0
615,B2,,2018,8,Sunday,21,Part One,WOODBINE ST,12,42.3189792,-71.07964653,311.0
2629,D4,,2018,8,Monday,13,Part Two,HARRISON AVE,13,42.33401829,-71.07638124,270.0
613,D4,,2018,8,Monday,13,Part One,HUNTINGTON AVE,13,42.3479724,-71.07849582,146.0
3115,A1,,2018,8,Monday,12,Part Three,HANOVER ST,13,42.36454404,-71.05369186,84.0
2007,E18,,2018,8,Monday,13,Part Two,HYDE PARK AVE,13,42.25621592,-71.12401947,520.0
3831,D14,,2018,8,Monday,13,Part Three,PARK VALE AVE,13,42.35182446,-71.13313369,794.0
2610,D4,,2018,8,Monday,13,Part Two,SAINT JAMES AVE,13,42.35074192,-71.07146111,129.0
617,A1,,2018,8,Friday,14,Part One,HIGH ST,10,42.35344834,-71.05658072,106.0
613,A7,,2018,8,Monday,13,Part One,BORDER ST,13,42.37620267,-71.03979926,26.0
3125,C6,,2018,4,Tuesday,13,Part Three,SOUTHAMPTON ST,10,42.33210843,-71.07014395,175.0
706,E18,,2017,3,Wednesday,9,Part One,AUSTIN ST,22,42.25768764,-71.1264177,544.0
3115,E5,,2018,8,Monday,12,Part Three,WASHINGTON ST,13,42.28915799,-71.12522353,563.0
1102,A1,,2018,7,Sunday,19,Part Two,CHESTNUT ST,15,42.35763991,-71.06703205,70.0
3001,E13,,2018,8,Monday,9,Part Three,AMORY ST,13,42.31915678,-71.10067583,948.0
706,D14,,2018,8,Saturday,20,Part One,COMMONWEALTH AVE,11,42.34795358,-71.13630736,793.0
413,A1,,2018,8,Saturday,1,Part One,KINGSTON ST,11,42.35370585,-71.05898587,113.0
616,D4,,2018,8,Monday,0,Part One,HAMMOND ST,13,42.33503481,-71.08240248,275.0
3410,C11,,2018,8,Monday,11,Part Three,PARK ST,13,42.30019063,-71.05590687,351.0
1304,D4,,2018,8,Monday,11,Part Two,HARRISON AVE,13,42.34493428,-71.06366374,162.0
423,B2,,2018,8,Monday,12,Part One,BELDEN ST,13,42.31856949,-71.06549715,238.0
3830,B2,,2018,8,Monday,12,Part Three,BELDEN ST,13,42.31856949,-71.06549715,238.0
802,B2,,2018,8,Monday,12,Part Two,BELDEN ST,13,42.31856949,-71.06549715,238.0
1300,B2,,2018,8,Monday,12,Part Two,BELDEN ST,13,42.31856949,-71.06549715,238.0
2905,B2,,2018,8,Monday,12,Part Two,BELDEN ST,13,42.31856949,-71.06549715,238.0
3803,B2,,2018,8,Monday,11,Part Three,SEAVER ST,13,0.0,0.0,nan
3201,C6,,2018,8,Friday,16,Part Three,COLUMBIA RD,10,42.3280921,-71.05231757,nan
3007,C11,,2018,8,Monday,11,Part Three,CENTRE ST,13,42.29451627,-71.05875403,364.0
3006,E5,,2018,8,Monday,12,Part Three,WESTMOUNT AVE,13,42.28233369,-71.16130294,732.0
1102,E5,,2018,8,Friday,0,Part Two,NEWFIELD ST,3,42.29026569,-71.16659667,740.0
3301,C11,,2018,8,Monday,11,Part Three,ALPHA RD,13,42.29581546,-71.06884734,359.0
2906,E13,,2018,8,Monday,11,Part Two,COLUMBUS AVE,13,42.31771534,-71.09823049,304.0
614,C6,,2018,8,Sunday,19,Part One,ALLSTATE RD,12,42.32696647,-71.06198607,186.0
3831,E5,,2018,8,Monday,11,Part Three,S CONWAY ST,13,0.0,0.0,nan
619,E18,,2018,8,Thursday,13,Part One,MANSUR ST,2,42.27379841,-71.12188859,555.0
3170,E13,,2018,8,Monday,12,Part Three,ARBORWAY,13,42.30132884,-71.10963274,510.0
724,D4,,2018,8,Sunday,19,Part One,W SPRINGFIELD ST,12,42.34041441,-71.08031699,155.0
3831,B2,,2018,8,Monday,12,Part Three,PARKER ST,13,42.3275408,-71.09950013,586.0
1107,E18,,2018,8,Monday,9,Part Two,WEST ST,13,42.26777705,-71.13099281,547.0
613,D4,,2018,8,Monday,11,Part One,HARRISON AVE,13,42.33401829,-71.07638124,270.0
3201,B2,,2018,8,Sunday,14,Part Three,MARTIN LUTHER KING JR BLV,12,42.31860134,-71.08405792,309.0
3410,D4,,2018,8,Monday,12,Part Three,TREMONT ST,13,42.33723047,-71.08414231,285.0
423,A1,,2018,8,Monday,11,Part One,SUMMER ST,13,42.35521625,-71.06012863,105.0
3007,E13,,2018,8,Sunday,22,Part Three,SOUTH ST,12,42.30675232,-71.11524949,648.0
614,D14,,2018,8,Sunday,21,Part One,BENTLEY ST,12,42.35062549,-71.15133403,778.0
2647,A1,,2018,8,Monday,8,Part Two,STATE ST,13,42.35892253,-71.05635419,99.0
3410,C6,,2018,8,Monday,11,Part Three,G ST,13,42.33418306,-71.0442171,220.0
1106,D4,,2018,8,Saturday,13,Part Two,HEMENWAY ST,11,42.34507026,-71.08960466,620.0
614,D4,,2018,8,Saturday,13,Part One,HEMENWAY ST,11,42.34507026,-71.08960466,620.0
3109,C6,,2018,8,Monday,10,Part Three,ATKINSON ST,13,42.33259346,-71.0686317,177.0
3301,B3,,2018,8,Monday,10,Part Three,BLUE HILL AVE,13,42.29908734,-71.08652243,444.0
1106,A7,,2018,8,Friday,8,Part Two,MERIDIAN ST,3,42.37996489,-71.03923314,26.0
413,B2,,2018,8,Monday,10,Part One,BLUE HILL AVE,13,42.31915303,-71.07775478,264.0
3201,C6,,2018,8,Monday,10,Part Three,MASSACHUSETTS AVE,13,42.33152148,-71.07085307,177.0
616,D4,,2018,8,Friday,22,Part One,BOYLSTON ST,10,42.34489594,-71.09659186,624.0
802,E13,,2018,8,Monday,10,Part Two,WALNUT AVE,13,42.3128606,-71.0957278,572.0
3125,A1,,2018,8,Friday,12,Part Three,WASHINGTON ST,10,42.35213476,-71.06266757,117.0
3006,E13,,2018,8,Monday,9,Part Three,PARKER ST,13,42.32469443,-71.10087902,912.0
3831,B3,,2018,8,Monday,10,Part Three,ANGELL ST,13,42.29642088,-71.08876313,463.0
2003,B3,,2018,8,Monday,9,Part Two,ABBOT ST,13,42.29686162,-71.08584183,444.0
3831,B2,,2018,8,Monday,10,Part Three,CALUMET ST,13,42.32957114,-71.10201297,586.0
3410,D4,,2018,8,Monday,7,Part Three,CONCORD SQ,13,42.34138415,-71.07898883,155.0
3831,B2,,2018,8,Monday,10,Part Three,VIRGINIA ST,13,42.31539445,-71.06860329,258.0
1402,E13,,2018,8,Monday,8,Part Two,BICKFORD ST,13,42.32483301,-71.10164757,906.0
3410,C6,,2018,8,Monday,8,Part Three,W NINTH ST,13,42.33316115,-71.05246437,925.0
1402,B3,,2018,8,Monday,8,Part Two,FRANKLIN HILL AVE,13,42.29558507,-71.09158038,908.0
3803,,,2018,8,Monday,9,Part Three,,13,42.28770115,-71.10671292,nan
3802,B2,,2018,8,Monday,9,Part Three,HARRISHOF ST,13,42.31637566,-71.0869149,313.0
3831,C11,,2018,8,Friday,7,Part Three,DITSON ST,10,42.30108481,-71.06390782,352.0
3205,C11,,2018,8,Monday,0,Part Three,EAST ST,6,42.30757205,-71.06208827,347.0
2647,B2,,2018,8,Sunday,11,Part Two,MASSACHUSETTS AVE,12,42.32411838,-71.06461321,185.0
423,D4,,2018,8,Monday,8,Part One,BERKELEY ST,13,42.3460551,-71.07050669,151.0
2610,D4,,2018,8,Monday,8,Part Two,BERKELEY ST,13,42.3460551,-71.07050669,151.0
3410,D4,,2018,8,Monday,9,Part Three,E NEWTON ST,13,42.33794274,-71.07250126,168.0
3006,D4,,2018,8,Monday,8,Part Three,BURBANK ST,13,42.34447409,-71.08889326,619.0
423,C6,,2018,8,Monday,8,Part One,NEWMARKET SQ,13,42.3291585,-71.0659665,176.0
3410,D14,,2018,8,Monday,7,Part Three,LOTHIAN RD,13,42.34037301,-71.15388143,774.0
3831,B2,,2018,8,Monday,8,Part Three,WASHINGTON ST,13,42.33139659,-71.08232496,280.0
3831,B2,,2018,8,Sunday,18,Part Three,HARLESTON ST,12,42.32921115,-71.10216039,585.0
802,D14,,2018,8,Monday,8,Part Two,NOTTINGHILL RD,13,42.34337876,-71.14794082,776.0
3301,B2,,2018,8,Monday,8,Part Three,CRESTWOOD PARK,13,42.31794835,-71.08774652,308.0
613,B2,,2018,8,Monday,8,Part One,WASHINGTON ST,13,42.33044113,-71.08373481,287.0
3125,B2,,2018,8,Monday,8,Part Three,WASHINGTON ST,13,42.33044113,-71.08373481,287.0
2610,B2,,2018,8,Monday,8,Part Two,WASHINGTON ST,13,42.33044113,-71.08373481,287.0
2647,A7,,2018,8,Monday,7,Part Two,LEWIS MALL,13,42.36849441,-71.04004705,902.0
619,B2,,2018,7,Monday,11,Part One,WASHINGTON ST,30,42.32925905,-71.08482402,280.0
3831,D14,,2018,8,Thursday,17,Part Three,ACADEMY HILL RD,9,42.34617617,-71.15448684,772.0
614,B2,,2018,8,Sunday,23,Part One,LAMBERT ST,12,42.32824866,-71.09087012,292.0
614,C6,,2018,8,Sunday,20,Part One,E THIRD ST,12,42.33642392,-71.0399535,222.0
3130,B3,,2018,8,Monday,4,Part Three,HIAWATHA RD,13,42.27683754,-71.0952644,469.0
3006,C11,,2018,8,Monday,6,Part Three,PARK ST,13,42.29753608,-71.0644598,360.0
3410,B2,,2018,8,Monday,6,Part Three,BICKFORD AVE,13,42.32696388,-71.10248074,584.0
614,E5,,2018,8,Sunday,19,Part One,FREEMAN AVE,12,42.26322593,-71.15678746,712.0
1102,C6,,2018,8,Monday,6,Part Two,E EIGHTH ST,13,42.33216821,-71.05003555,915.0
2647,C11,,2018,8,Monday,5,Part Two,COLUMBIA RD,13,42.31069804,-71.07119068,333.0
3112,C11,,2018,8,Monday,5,Part Three,COLUMBIA RD,13,42.31069804,-71.07119068,333.0
1402,B3,,2018,8,Sunday,0,Part Two,RIVER ST,12,42.26956689,-71.09075049,426.0
3410,E5,,2018,8,Monday,5,Part Three,WASHINGTON ST,13,42.29540124,-71.11860475,564.0
3410,C11,,2018,8,Monday,4,Part Three,MINOT ST,13,42.28443353,-71.05188893,379.0
3115,E5,,2018,8,Monday,1,Part Three,WASHINGTON ST,13,42.2681306,-71.14965367,710.0
1806,B3,,2018,8,Monday,4,Part Two,HIAWATHA RD,13,42.27683754,-71.0952644,469.0
1501,B3,,2018,8,Monday,4,Part Two,HIAWATHA RD,13,42.27683754,-71.0952644,469.0
3831,D4,,2018,8,Thursday,22,Part Three,BROOKLINE AVE,9,42.3462508,-71.09953856,628.0
1830,E13,,2018,8,Monday,4,Part Two,WASHINGTON ST,13,42.31667114,-71.09743705,304.0
3125,C6,,2018,8,Monday,3,Part Three,ATKINSON ST,13,42.33189752,-71.06908191,175.0
1848,C6,,2018,8,Monday,3,Part Two,ATKINSON ST,13,42.33189752,-71.06908191,175.0
3501,D4,,2018,8,Monday,3,Part Three,NORTHAMPTON ST,13,42.33856624,-71.0807442,273.0
3502,D4,,2018,8,Monday,3,Part Three,NORTHAMPTON ST,13,42.33856624,-71.0807442,273.0
3006,A1,,2018,8,Monday,2,Part Three,TREMONT ST,13,42.34942864,-71.06536641,121.0
3115,A1,,2018,8,Monday,3,Part Three,STUART ST,13,42.35103105,-71.06373331,117.0
3831,B3,,2018,8,Monday,2,Part Three,NORFOLK ST,13,42.28457983,-71.0808331,434.0
3301,C11,,2018,8,Monday,0,Part Three,GENEVA AVE,13,42.30461251,-71.07296566,462.0
3114,B2,,2018,8,Monday,2,Part Three,RAYNOR CIR,13,42.33396973,-71.0863948,286.0
617,C6,,2018,8,Monday,2,Part One,MASSACHUSETTS AVE,13,42.32553801,-71.06579592,186.0
802,B3,,2018,8,Monday,1,Part Two,YORK ST,13,42.29955614,-71.08073767,445.0
3831,A1,,2018,8,Sunday,15,Part Three,AVERY ST,12,42.3532601,-71.06283216,111.0
3801,,,2018,8,Sunday,23,Part Three,,12,42.28770115,-71.10671292,nan
3801,B3,,2018,8,Monday,1,Part Three,NORWELL ST,13,42.29174127,-71.07717929,438.0
3111,E13,,2018,8,Monday,1,Part Three,CENTRE ST,13,42.32246336,-71.10757917,582.0
1830,D14,,2018,8,Monday,0,Part Two,BIGELOW ST,13,42.35199741,-71.16768308,759.0
3115,C11,,2018,8,Sunday,23,Part Three,DORCHESTER AVE,12,42.2783992,-71.06636305,388.0
3831,D4,,2018,8,Sunday,23,Part Three,W BROOKLINE ST,12,0.0,0.0,nan
3830,B3,,2018,8,Sunday,22,Part Three,WELLINGTON HILL ST,12,42.28338795,-71.09639406,466.0
3831,D4,,2018,8,Sunday,15,Part Three,SAINT CECILIA ST,12,42.34698193,-71.08651163,598.0
3801,B3,,2018,8,Monday,0,Part Three,BLUE HILLS PKWY,13,42.26728174,-71.09383333,482.0
311,C11,,2018,8,Sunday,22,Part One,BOWDOIN ST,12,42.30536545,-71.06812632,336.0
413,C11,,2018,8,Sunday,22,Part One,BOWDOIN ST,12,42.30536545,-71.06812632,336.0
423,C11,,2018,8,Sunday,22,Part One,BOWDOIN ST,12,42.30536545,-71.06812632,336.0
3111,E5,,2018,8,Sunday,23,Part Three,WASHINGTON ST,12,42.28038561,-71.13463248,552.0
2204,E5,,2018,8,Sunday,23,Part Two,WASHINGTON ST,12,42.28038561,-71.13463248,552.0
413,D14,Y,2018,8,Sunday,22,Part One,MANSFIELD ST,12,42.35752408,-71.13077384,816.0
617,C11,,2018,8,Sunday,21,Part One,DORCHESTER AVE,12,42.28187213,-71.06538326,395.0
3831,B2,,2018,7,Sunday,17,Part Three,DEVON ST,15,42.30812619,-71.07692974,329.0
3502,B3,,2018,8,Sunday,22,Part Three,NORFOLK ST,12,42.28287754,-71.08474489,432.0
3006,E13,,2018,8,Sunday,22,Part Three,JAMAICA ST,12,42.30589325,-71.11708789,650.0
613,D4,,2018,8,Sunday,21,Part One,BOYLSTON ST,12,42.34442266,-71.09833083,627.0
2610,D4,,2018,8,Sunday,21,Part Two,BOYLSTON ST,12,42.34442266,-71.09833083,627.0
301,D4,,2018,8,Sunday,21,Part One,TREMONT ST,12,42.34010961,-71.0788244,156.0
413,C11,Y,2018,8,Sunday,21,Part One,ARCADIA ST,12,42.30155019,-71.06235124,352.0
3301,B2,,2018,8,Sunday,20,Part Three,SEAVER ST,12,42.30505376,-71.08403633,330.0
3006,A1,,2018,8,Sunday,21,Part Three,COMMERCIAL ST,12,0.0,0.0,nan
3410,A7,,2018,8,Sunday,21,Part Three,SARATOGA ST,12,42.37704396,-71.03518074,23.0
3115,B3,,2018,8,Sunday,20,Part Three,WINSTON RD,12,42.28508809,-71.08789462,429.0
3301,C11,,2018,8,Sunday,20,Part Three,GENEVA AVE,12,42.30080999,-71.06705066,357.0
3831,,,2018,8,Sunday,21,Part Three,COLUMBIA,12,-1.0,-1.0,nan
619,D4,,2018,8,Sunday,21,Part One,GARRISON ST,12,42.34578598,-71.07942281,146.0
3006,E13,,2018,8,Sunday,21,Part Three,WASHINGTON ST,12,42.31615184,-71.09795135,304.0
2906,E18,,2018,8,Sunday,20,Part Two,PHILBRICK ST,12,42.28545883,-71.11802667,502.0
802,D4,,2018,8,Sunday,21,Part Two,HAVILAND ST,12,42.34662361,-71.08740594,598.0
3501,B2,,2018,8,Sunday,21,Part Three,REGENT ST,12,42.32289006,-71.08793566,298.0
1849,A1,,2018,8,Sunday,20,Part Two,BROMFIELD ST,12,42.3568032,-71.06043043,103.0
2610,A1,,2018,8,Sunday,20,Part Two,BROMFIELD ST,12,42.3568032,-71.06043043,103.0
3125,A1,,2018,8,Sunday,20,Part Three,BROMFIELD ST,12,42.3568032,-71.06043043,103.0
3208,D4,,2018,8,Sunday,20,Part Three,DALTON ST,12,42.3457782,-71.08429595,143.0
3002,E13,,2018,8,Sunday,20,Part Three,CENTRE ST,12,42.32290252,-71.10220402,579.0
423,B2,,2018,8,Sunday,19,Part One,FAYSTON ST,12,42.3126054,-71.07624159,326.0
2647,B2,,2018,8,Sunday,19,Part Two,FAYSTON ST,12,42.3126054,-71.07624159,326.0
3007,A15,,2018,8,Sunday,18,Part Three,PROSPECT ST,12,42.37573623,-71.05813797,41.0
3115,A1,,2018,8,Sunday,17,Part Three,BLOSSOM ST,12,42.3616972,-71.06685878,65.0
3115,E18,,2018,8,Sunday,18,Part Three,HYDE PARK AVE,12,42.27091467,-71.1204163,498.0
3115,B2,,2018,8,Sunday,18,Part Three,BLUE HILL AVE,12,42.30938437,-71.08262277,329.0
3201,B3,,2018,8,Sunday,19,Part Three,FOWLER ST,12,42.30006755,-71.0833691,457.0
3831,C11,,2018,8,Sunday,18,Part Three,BEACH ST,12,0.0,0.0,nan
3006,E5,,2018,8,Sunday,19,Part Three,STIMSON ST,12,42.26168396,-71.16115781,714.0
3115,E18,,2018,8,Sunday,18,Part Three,RIVER ST,12,42.25777765,-71.11906855,519.0
3115,B3,,2018,8,Sunday,19,Part Three,BLUE HILL AVE,12,42.28482577,-71.09137369,465.0
3125,A1,,2018,8,Sunday,19,Part Three,WINTER ST,12,42.35602373,-71.06177615,102.0
3115,B3,,2018,8,Sunday,19,Part Three,BLUE HILL AVE,12,42.28482577,-71.09137369,465.0
2647,D4,,2018,8,Sunday,18,Part Two,TREMONT ST,12,42.33613157,-71.08616978,285.0
3301,C6,,2018,8,Sunday,18,Part Three,D ST,12,42.34042575,-71.04894028,202.0
3115,B3,,2018,8,Sunday,19,Part Three,BLUE HILL AVE,12,42.28482577,-71.09137369,465.0
3115,B3,,2018,8,Sunday,19,Part Three,BLUE HILL AVE,12,42.28482577,-71.09137369,465.0
2007,B2,,2018,8,Sunday,19,Part Two,FRANKLIN PARK RD,12,42.30238064,-71.0871183,566.0
3831,B2,,2018,8,Sunday,18,Part Three,BIRD ST,12,42.31362006,-71.06994523,331.0
3830,B2,,2018,8,Sunday,18,Part Three,MAGAZINE ST,12,42.32667817,-71.0714811,181.0
614,C11,,2018,7,Tuesday,15,Part One,WILLIAM T MORRISSEY BLVD,24,42.28952091,-71.04456516,375.0
613,A1,,2018,8,Sunday,17,Part One,FANEUIL HALL MARKETPLACE,12,42.35997967,-71.05474135,94.0
3160,E18,,2018,8,Sunday,18,Part Three,HYDE PARK AVE,12,42.25767476,-71.12367146,520.0
3410,D4,,2018,8,Sunday,18,Part Three,HARRISON AVE,12,42.34493428,-71.06366374,162.0
613,D4,,2018,8,Sunday,17,Part One,BOYLSTON ST,12,0.0,0.0,nan
3620,D4,,2018,8,Sunday,18,Part Three,,12,0.0,0.0,304.0
3006,C6,,2018,8,Sunday,17,Part Three,WESTWIND RD,12,42.31878665,-71.04178884,913.0
3502,D14,,2018,8,Saturday,16,Part Three,LAKE SHORE RD,11,42.34497275,-71.16961132,751.0
617,D4,,2018,8,Sunday,15,Part One,HUNTINGTON AVE,12,42.34044966,-71.08845935,283.0
1106,D4,,2018,8,Sunday,15,Part Two,HUNTINGTON AVE,12,42.34044966,-71.08845935,283.0
3108,E5,,2018,8,Sunday,17,Part Three,CHERITON RD,12,42.26074735,-71.15643818,549.0
802,C11,,2018,8,Sunday,17,Part Two,DORCHESTER AVE,12,42.29768954,-71.06090954,355.0
3301,B2,,2018,8,Sunday,17,Part Three,COLUMBIA RD,12,42.30876959,-71.07460717,328.0
613,D4,,2018,8,Sunday,16,Part One,BOYLSTON ST,12,42.34862382,-71.08277637,138.0
3803,C6,,2018,8,Sunday,17,Part Three,SUMMER ST,12,42.34747759,-71.04467675,203.0
3301,E18,,2018,8,Sunday,17,Part Three,HARMON ST,12,42.26950369,-71.10228582,480.0
802,E13,,2018,8,Thursday,22,Part Two,FOREST HILLS ST,9,42.31021692,-71.10237581,571.0
613,A15,,2018,8,Sunday,16,Part One,AUSTIN ST,12,42.37448704,-71.06708679,58.0
3803,C6,,2018,8,Sunday,17,Part Three,C ST,12,42.34232784,-71.0494005,203.0
802,E18,,2018,8,Sunday,16,Part Two,EDGEWATER DR,12,42.26485963,-71.09684579,482.0
1402,E18,,2018,8,Sunday,16,Part Two,EDGEWATER DR,12,42.26485963,-71.09684579,482.0
2610,E18,,2018,8,Sunday,16,Part Two,EDGEWATER DR,12,42.26485963,-71.09684579,482.0
3501,B3,,2018,8,Sunday,15,Part Three,NORFOLK ST,12,42.28287754,-71.08474489,432.0
3201,A1,,2018,8,Tuesday,12,Part Three,WASHINGTON ST,7,42.35512339,-71.0608798,112.0
706,D4,,2018,8,Saturday,13,Part One,BEACON ST,11,42.35393998,-71.07802992,131.0
3831,B2,,2018,8,Sunday,17,Part Three,BLUE HILL AVE,12,42.30938437,-71.08262277,329.0
1106,E18,,2018,8,Sunday,14,Part Two,CUMMINS HWY,12,42.275316,-71.11081942,818.0
3807,A1,,2018,8,Sunday,16,Part Three,CAUSEWAY ST,12,42.3645133,-71.06289532,75.0
3301,B3,,2018,8,Sunday,16,Part Three,MATTAPAN ST,12,42.27974263,-71.09771603,469.0
1402,C6,,2018,8,Saturday,6,Part Two,E ST,11,42.33762749,-71.04950865,214.0
616,D4,,2018,8,Wednesday,18,Part One,ALBANY ST,8,42.34402658,-71.06206392,162.0
542,A1,,2018,8,Sunday,16,Part One,BROAD ST,12,42.35714883,-71.05191229,101.0
802,D4,,2018,8,Sunday,17,Part Two,EXETER ST,12,42.34828759,-71.07891773,130.0
1106,E5,,2018,8,Sunday,14,Part Two,LAGRANGE ST,12,42.27513652,-71.14582764,705.0
3115,E18,,2018,8,Sunday,16,Part Three,FAIRLAWN AVE,12,42.26788791,-71.10067012,480.0
1874,C6,,2018,8,Sunday,12,Part Two,W BROADWAY,12,42.34128751,-71.05467933,200.0
3102,C6,,2018,8,Sunday,12,Part Three,W BROADWAY,12,42.34128751,-71.05467933,200.0
3807,A1,,2018,8,Sunday,12,Part Three,KNEELAND ST,12,42.3507885,-71.06218706,123.0
2647,D14,,2018,8,Sunday,12,Part Two,ANSELM TER,12,42.34513956,-71.15905659,750.0
617,C6,,2018,8,Sunday,16,Part One,SOUTHAMPTON ST,12,0.0,0.0,175.0
3207,A7,,2018,8,Sunday,16,Part Three,BROOKS ST,12,42.38197428,-71.03608523,25.0
1402,B2,,2018,8,Sunday,15,Part Two,SAINT ALPHONSUS ST,12,42.3355116,-71.09963928,901.0
3831,C6,,2018,8,Friday,17,Part Three,E FIFTH ST,10,42.33394613,-71.03533076,226.0
3114,D14,,2018,8,Friday,23,Part Three,WESTERN AVE,10,42.36284173,-71.13792234,807.0
619,A15,,2018,8,Saturday,0,Part One,AUSTIN ST,11,0.0,0.0,nan
3114,C6,,2018,8,Sunday,14,Part Three,CONGRESS ST,12,42.35096784,-71.0494023,206.0
3410,D4,,2018,8,Sunday,15,Part Three,BEACON ST,12,42.35451931,-71.07588082,131.0
3125,D4,,2018,8,Sunday,15,Part Three,HARRISON AVE,12,42.34285014,-71.06516235,165.0
1510,E13,,2018,8,Saturday,2,Part Two,FOREST HILLS ST,11,42.31021692,-71.10237581,571.0
3114,D4,,2018,8,Sunday,15,Part Three,ARLINGTON ST,12,0.0,0.0,nan
3125,A7,,2018,8,Sunday,15,Part Three,BORDER ST,12,42.37620267,-71.03979926,26.0
613,A7,,2018,8,Sunday,15,Part One,BORDER ST,12,42.37620267,-71.03979926,26.0
2906,E13,,2018,8,Sunday,15,Part Two,FOREST HILLS ST,12,42.31201249,-71.1015453,571.0
3115,C6,,2018,8,Sunday,15,Part Three,ROGERS ST,12,42.32967465,-71.05555264,193.0
1106,C11,,2018,8,Sunday,11,Part Two,COLUMBIA RD,12,42.30889362,-71.07410474,337.0
3301,C6,,2018,8,Sunday,14,Part Three,W NINTH ST,12,42.33493412,-71.0546559,216.0
1830,E18,,2018,8,Sunday,13,Part Two,CUMMINS HWY,12,42.27193021,-71.10689673,478.0
2629,B3,,2018,8,Sunday,15,Part Two,MORTON ST,12,42.28405588,-71.09045322,428.0
3201,A1,,2018,8,Friday,21,Part Three,STATE ST,10,42.359287,-71.05379102,94.0
613,D14,,2018,8,Sunday,14,Part One,WESTERN AVE,12,42.36284173,-71.13792234,807.0
1402,D14,,2018,8,Saturday,11,Part Two,FANEUIL ST,11,42.35517514,-71.15093107,769.0
3810,C11,,2018,8,Sunday,14,Part Three,COLUMBIA RD,12,0.0,0.0,nan
301,A1,,2018,8,Sunday,14,Part One,WINTER ST,12,42.35602373,-71.06177615,111.0
3801,E13,,2018,8,Sunday,14,Part Three,CENTRE ST,12,42.3212743,-71.11030469,578.0
3301,D14,,2018,8,Sunday,14,Part Three,QUINT AVE,12,42.3519478,-71.13410791,794.0
413,A15,,2018,8,Sunday,12,Part One,STARR KING CT,12,42.37809471,-71.05570177,900.0
3170,A15,,2018,8,Sunday,12,Part Three,STARR KING CT,12,42.37809471,-71.05570177,900.0
3115,D14,,2018,8,Sunday,14,Part Three,COREY RD,12,42.3437315,-71.13875811,791.0
2660,A1,,2018,8,Sunday,13,Part Two,FANEUIL HALL SQ,12,42.35981969,-71.05637691,93.0
